Date,State,Station,Station No.,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
3/5/20,ACT,Canberra Airport ,70351,0.4,14.2,0,WNW,31
4/5/20,ACT,Canberra Airport ,70351,-1.4,15.4,0,SSW,26
5/5/20,ACT,Canberra Airport ,70351,0.4,17.2,0.2,SE,17
6/5/20,ACT,Canberra Airport ,70351,0.1,18,0,NNW,31
7/5/20,ACT,Canberra Airport ,70351,2.5,18.8,0,NW,50
8/5/20,ACT,Canberra Airport ,70351,6.7,19.8,0,NNW,54
9/5/20,ACT,Canberra Airport ,70351,8.2,16.4,1.8,NW,63
10/5/20,ACT,Canberra Airport ,70351,3.6,11.6,4.6,WNW,44
11/5/20,ACT,Canberra Airport ,70351,-3,13.8,0,NNW,22
12/5/20,ACT,Canberra Airport ,70351,-2.2,14.2,0.2,NNW,35
13/5/20,ACT,Canberra Airport ,70351,3.4,15,0,N,20
14/5/20,ACT,Canberra Airport ,70351,2.4,15,0,E,26
15/5/20,ACT,Canberra Airport ,70351,0.8,15,0,ENE,22
16/5/20,ACT,Canberra Airport ,70351,2.2,16.1,0,SE,17
17/5/20,ACT,Canberra Airport ,70351,-0.5,17.1,0,NNE,22
18/5/20,ACT,Canberra Airport ,70351,0.3,17.3,0,NE,28
19/5/20,ACT,Canberra Airport ,70351,2.7,17.4,0,WNW,33
20/5/20,ACT,Canberra Airport ,70351,5.3,15.3,0.2,NNW,52
21/5/20,ACT,Canberra Airport ,70351,5.8,14.3,0,SSW,46
22/5/20,ACT,Canberra Airport ,70351,6,12.9,0,S,52
23/5/20,ACT,Canberra Airport ,70351,7.5,11.3,3.2,SSW,39
24/5/20,ACT,Canberra Airport ,70351,7.8,14.1,3,S,57
25/5/20,ACT,Canberra Airport ,70351,3.8,13.6,0,S,48
26/5/20,ACT,Canberra Airport ,70351,3.8,15.2,0,ESE,39
27/5/20,ACT,Canberra Airport ,70351,3.1,14.3,0,N,20
28/5/20,ACT,Canberra Airport ,70351,3.1,16.6,0,NNW,24
29/5/20,ACT,Canberra Airport ,70351,-0.1,14.6,0,NNE,19
30/5/20,ACT,Canberra Airport ,70351,0.5,15.5,0,NNW,37
31/5/20,ACT,Canberra Airport ,70351,2.5,16,0.2,NNW,43
1/6/20,ACT,Canberra Airport ,70351,7.5,12.5,0.2,NW,54
2/6/20,ACT,Canberra Airport ,70351,-0.6,11.8,1.6,NNW,37
3/6/20,ACT,Canberra Airport ,70351,3.6,13.2,0,S,37
4/6/20,ACT,Canberra Airport ,70351,-3.3,13.2,0,SE,19
5/6/20,ACT,Canberra Airport ,70351,-4.9,13.2,0,NW,26
6/6/20,ACT,Canberra Airport ,70351,-4.8,13.6,0,NNW,22
7/6/20,ACT,Canberra Airport ,70351,-2.8,11.3,0.2,S,13
8/6/20,ACT,Canberra Airport ,70351,-4.2,13.7,0,S,28
9/6/20,ACT,Canberra Airport ,70351,-0.1,12.9,0,ESE,20
10/6/20,ACT,Canberra Airport ,70351,1.4,15.5,0,N,13
11/6/20,ACT,Canberra Airport ,70351,3.3,14.2,0.4,ESE,17
12/6/20,ACT,Canberra Airport ,70351,0.3,14.8,0,W,24
13/6/20,ACT,Canberra Airport ,70351,3.5,16.2,0,NW,28
14/6/20,ACT,Canberra Airport ,70351,6.8,13.2,9.4,N,54
15/6/20,ACT,Canberra Airport ,70351,5.9,14.1,0,NNW,44
16/6/20,ACT,Canberra Airport ,70351,7.1,15.2,0,WNW,52
17/6/20,ACT,Canberra Airport ,70351,0.9,13.4,0,NW,28
18/6/20,ACT,Canberra Airport ,70351,3.1,14.9,0,N,17
19/6/20,ACT,Canberra Airport ,70351,-1.2,15.8,0,NNW,30
20/6/20,ACT,Canberra Airport ,70351,2.9,17.1,0,NW,43
21/6/20,ACT,Canberra Airport ,70351,6.5,12.4,34.6,W,43
22/6/20,ACT,Canberra Airport ,70351,1.7,10.6,1.4,WNW,35
23/6/20,ACT,Canberra Airport ,70351,3.5,11.6,0.2,WNW,37
24/6/20,ACT,Canberra Airport ,70351,4.5,15.2,0,S,30
1/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.4,20.3,0,NNW,15
2/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.7,22.7,0,NNW,30
3/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,15.3,20.2,22,N,31
4/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.5,17.5,0.8,SSE,37
5/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.1,17,0,SE,43
6/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.6,16.7,0.6,SSW,20
7/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.6,16.4,0,N,31
8/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.1,13.3,1.8,WNW,46
9/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.4,14.5,0,N,33
10/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.1,10.8,0,NW,35
11/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.1,16.2,17,SSE,26
12/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.2,10.2,0,NNW,15
13/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.7,17.4,0,NW,26
14/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.3,17.8,0,N,17
15/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.5,17.3,0,N,17
16/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.2,18.6,0,NNE,20
17/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.7,19.2,0,NNW,24
18/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.8,19.6,0,NW,13
19/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.1,19,0,NW,19
20/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.8,19.5,0,NW,26
21/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.5,21,0,NW,33
22/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.9,20.6,0,NNW,17
23/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6.8,19.3,0,NNE,20
24/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.4,15.4,0,N,19
25/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.1,19.8,0,WNW,37
26/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.9,14.8,8.8,NW,35
27/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.9,9.3,0.8,NW,52
28/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.8,10.4,0.2,NW,52
29/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6.1,10,1.8,W,65
30/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.3,11.5,1.4,W,33
31/5/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.5,12.7,0,NNE,20
1/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.5,14.6,0.2,S,31
2/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.6,15.6,0,NNW,24
3/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.3,10.8,0,NW,22
4/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.5,10.8,5.6,SSW,52
5/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.1,12.1,0,S,31
6/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.5,14.4,0,NW,20
7/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.5,17.1,0,NNW,20
8/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.2,10.5,0.2,NW,13
9/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.7,15.8,0,NW,22
10/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.4,14.8,0.8,NW,37
11/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.4,15.3,2,NW,24
12/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.6,17.6,0,N,30
13/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.9,16.4,1,NW,31
14/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2,14.1,0,W,24
15/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.9,13.3,0,WNW,17
16/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.4,12.9,0,E,11
17/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.4,15.3,0,SSE,30
18/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.5,13,0,NW,28
19/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.2,12.2,0,SW,20
20/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-4.6,10.7,0.2,N,24
21/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-5.1,11,0,SSW,37
22/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.6,11,0,SSW,30
23/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.1,10.6,0.2,S,46
24/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.1,12.4,0,S,43
25/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.1,15.2,0,WNW,15
26/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1,14.8,0,NE,17
27/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.1,15.4,0,NE,15
28/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.6,16.2,0,NNW,20
29/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.4,15.2,0,NNW,48
30/6/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.4,11.5,7.6,WNW,31
1/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-5.2,11.9,0,N,20
2/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.9,14.7,0,WNW,22
3/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.2,14.8,0,SSW,24
4/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.9,13.5,0,ESE,30
5/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.8,14.1,0,E,22
6/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.4,14.7,0,NE,17
7/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.9,15.4,0,NW,13
8/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.2,16.2,0.6,WNW,30
9/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.1,13.9,0,W,30
10/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.4,11.5,0,NW,44
11/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6.9,11.2,1.6,NNW,46
12/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.5,12.3,0,NW,54
13/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.9,9,4.2,W,44
14/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.7,9.2,0.4,WSW,48
15/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5,13.7,0,WNW,48
16/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.7,15.5,0,NW,37
17/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.7,12.5,0,NW,39
18/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.1,14.5,0,NW,35
19/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.7,13.3,0,N,31
20/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.9,11.3,0,N,20
21/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.7,15.6,0,NW,31
22/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.4,17.1,0,N,26
23/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.3,15.8,0,WNW,54
24/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.4,14,0,NW,59
25/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-4.2,15.4,0,NW,20
26/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.2,10.5,0,W,13
27/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.1,15.2,0,N,19
28/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.5,14.5,0,NNE,26
29/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.4,12.9,0,NW,30
30/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.9,12.7,0.2,SSW,31
31/7/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2,14,0,WSW,17
1/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-4.7,14.7,0,N,22
2/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.8,14.9,0,NNW,24
3/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.7,12.8,0,N,24
4/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.5,13.3,0,NW,20
5/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.8,12.4,0,N,26
6/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.4,12.8,0,N,31
7/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-4.3,16.2,0,NW,35
8/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.9,11.4,2.6,NW,67
9/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.1,8.3,8.6,NW,59
10/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1,8.1,3.4,WNW,52
11/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.8,10.9,1.6,SW,31
12/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.5,13.9,0,SW,30
13/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3,12.4,0,N,20
14/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.8,10.1,0,NW,20
15/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-5.2,15.6,0,NW,35
16/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3,17.9,0,WNW,44
17/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.5,17.1,0,SSE,31
18/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.6,16.9,0,WNW,56
19/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.2,9.5,0.6,W,48
20/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4,14,0,NW,46
21/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7,17,0,WNW,46
22/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.4,15.4,0,W,59
23/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-3.6,14.5,0,N,26
24/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-5.9,17.4,0,NW,41
25/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.5,17.9,0,NW,39
26/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.3,13.6,0,ENE,20
27/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.6,14.3,1.8,E,22
28/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.2,17.3,0,WNW,35
29/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.8,13.9,0,S,46
30/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.2,14.4,0,SSE,41
31/8/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.6,16.7,0,ENE,24
1/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.9,19.9,0,NW,30
2/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.7,18.5,0,NW,22
3/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.3,20.8,0,N,35
4/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.3,22.7,0,WNW,41
5/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.9,21.5,0,SW,24
6/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.1,19,0,W,54
7/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5,12.1,3.2,W,54
8/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.9,14,0,W,48
9/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.1,14.1,0,SSW,72
10/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.2,16.4,0,SSW,35
11/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.8,19.1,0,WNW,26
12/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1,18.6,0,NW,43
13/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-2.8,22.2,0,WNW,39
14/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.4,21.2,0,N,28
15/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0,24.5,0,WNW,35
16/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.5,24.9,0,WNW,48
17/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.7,11,19.2,S,41
18/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5,16.5,0,SSW,33
19/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,9.9,18.3,0,ENE,28
20/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,9.4,22.8,0,ENE,31
21/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.7,19.1,0,N,41
22/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6.2,17.4,10.4,NW,39
23/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.2,12.7,0,NW,50
24/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-1.8,17.1,0.2,NW,35
25/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.9,17.7,0,ENE,30
26/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.1,17.5,0,WNW,26
27/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.2,20.7,0,WNW,44
28/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.4,18.4,0,WNW,37
29/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.3,20.5,0,NE,41
30/9/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.3,19.4,0,E,33
1/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.7,21,0,N,30
2/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.5,24.8,0,N,33
3/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,3.5,27.5,0,NW,37
4/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.3,28.3,0,WSW,43
5/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12.5,18.2,5,NE,28
6/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.4,29.9,0,W,48
7/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.3,23.6,0,NW,43
8/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,9.4,17.2,0,W,52
9/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.6,16.8,1.4,SW,37
10/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.8,18.8,0,S,30
11/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.9,16.4,1.2,SE,35
12/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.5,15.3,0,SSE,26
13/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.8,19.8,1.8,WNW,24
14/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.5,22.6,0,N,24
15/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.8,27.8,0,NW,37
16/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.3,24.7,0,NW,54
17/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.1,16.2,5.4,W,59
18/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.7,20.9,0.2,W,43
19/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,9.8,18.4,0,NW,63
20/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,-0.2,20.6,0,N,24
21/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,2.9,26.6,0,ENE,37
22/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.4,28.6,0,ENE,37
23/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6.1,29.2,0,W,41
24/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6,30.7,0,WNW,39
25/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8,29.7,0,NW,61
26/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.7,17.5,8.2,NW,67
27/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.3,20.2,0.2,NW,39
28/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.9,22.8,0,NNW,22
29/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.3,27.1,0,NW,31
30/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.4,29.1,0,WNW,28
31/10/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.1,31.2,0,ENE,35
1/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.6,31.6,0,N,33
2/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12.6,31,0,N,61
3/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,16.1,24.3,0.2,NW,39
4/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.1,21,22.6,W,50
5/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.4,18.9,0,S,39
6/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.8,22.3,0,WNW,54
7/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.3,18.5,0,WNW,56
8/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12.6,18.3,0,NW,59
9/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,0.6,16.1,0,WNW,43
10/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.4,21.5,0,W,43
11/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.8,25.6,0,NW,43
12/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6.2,25.1,0,NW,56
13/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7,20.6,0,WSW,44
14/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,6.4,24.6,0,NW,44
15/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12,24.9,0,NW,52
16/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.2,25.3,0,WNW,43
17/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,9.7,24.3,0,ENE,43
18/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.4,27.4,0,NNW,43
19/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.1,31.7,0,W,50
20/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.1,30.6,0,NE,28
21/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.2,38,0,NW,43
22/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,16.9,34,0,NW,43
23/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12.6,31.5,0,NW,44
24/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.7,28,0,NNW,31
25/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.2,31.2,0,WNW,44
26/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,13.3,26.1,0,NW,65
27/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,1.9,27.4,0.2,NW,33
28/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,4.6,30.4,0,NNW,56
29/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.7,31.9,0,W,48
30/11/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.4,23,0,WNW,50
1/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,5.4,20.5,0,NW,54
2/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,7.5,15,0,WNW,50
3/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.4,20.3,0.6,WNW,54
4/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.9,24,0,NW,50
5/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.1,27.4,0,NW,57
6/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.4,28,0,NW,50
7/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.6,29.5,0,W,43
8/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12.7,30,0,E,37
9/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,17,34.1,0,W,35
10/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.4,37.7,0,W,57
11/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12.7,32.2,0,WNW,41
12/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,14,30.4,0,E,48
13/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,13.2,26.4,0,NW,35
14/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,10.6,29.6,0,W,43
15/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,14.6,28.4,0,WNW,56
16/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,11.5,32.2,0,ENE,37
17/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,13.9,32.6,0,ENE,39
18/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,12.3,36.6,0,WNW,35
19/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,16.7,38.5,0,NW,41
20/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,13.4,38.7,0,ENE,37
21/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,15.3,39.8,0,WNW,46
22/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,16.4,26,0,ENE,35
23/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,8.1,31.5,0,NW,35
24/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,15.1,29.2,0,ENE,37
25/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,17,30.8,0,ENE,31
26/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,16.5,34.7,0,E,35
27/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,14.8,36.7,0,E,39
28/12/19,ACT,Tuggeranong (Isabella Plains) AWS ,70339,17.9,37,0.2,WSW,41
