Date,State,Station,Station No.,latitude,longitude,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
30/6/19,WA,Broome Airport ,3003,-17.9475,122.2353,16.3,33.6,0,ESE,39
1/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,20.7,35,0,NW,26
2/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,20,35.7,0,ESE,39
3/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,18.7,36.9,0,E,44
4/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,20,36.6,0,SE,33
5/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,21.2,37.6,0,ENE,30
6/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,22.4,36.4,0,E,31
7/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,17.9,34.8,0,E,41
8/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,14.2,34.3,0,ESE,43
9/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,20.6,33.5,0,ESE,54
10/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,20.5,29.8,0,ESE,56
11/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,17.9,29.8,0,E,52
12/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,13.2,30.1,0,E,37
13/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,13.4,31.2,0,SE,26
14/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,15.4,34.2,0,ESE,31
15/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,15.2,36,0,E,31
16/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,16.1,35.4,0,E,35
17/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,14.2,35.6,0,WSW,31
18/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,15.7,35.4,0,SE,26
19/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,15.6,36,0,SE,26
20/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,22.1,36.5,0,ENE,30
21/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,20.8,36.5,0,ESE,37
22/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,22.4,38.2,0,ENE,35
23/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,17.9,35.7,0,ENE,44
24/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,16.3,34.2,0,ESE,41
25/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,15.3,34,0,ESE,37
26/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,15.6,35.5,0,ESE,33
27/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,16.1,36,0,ENE,46
28/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,16.1,35,0,E,35
29/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,15.9,34,0,ENE,33
30/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,16.6,32.2,0,E,35
31/5/19,WA,Broome Airport ,3003,-17.9475,122.2353,14.6,29.5,0,E,50
1/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,16.9,0,NW,43
2/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.2,15.3,0,NNW,67
3/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.4,11.8,1,SW,52
4/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.7,13.7,0,NNW,39
5/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.4,14.2,0,NW,54
6/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,1.5,10.8,2.4,NNW,31
7/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,1.9,12.3,0,NNW,31
8/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3,13.8,0,NW,33
9/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.2,14,0,NNW,50
10/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.6,13.9,0,NNW,50
11/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.2,11.5,0.8,SSW,43
12/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,2.2,10.2,0.2,NNW,24
13/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.2,12.5,4.4,NNW,35
14/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.5,15,0,NW,50
15/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.6,15.9,0.8,WNW,63
16/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.5,15.2,0.2,NW,83
17/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.1,12,10.8,WSW,61
18/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,2,8.7,0,NNW,31
19/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.1,9.9,0,NNW,33
20/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.1,13.1,0,NNW,31
21/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,13.1,2.6,SW,44
22/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.9,12.9,14.6,S,76
23/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.3,11.9,40.6,S,67
24/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,12.4,3.2,S,41
25/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,15,2,NNW,41
26/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.4,10.4,0.4,SW,44
27/6/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.2,12.3,0,WNW,24
1/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,15,0.2,NNW,57
2/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,15,1.6,WSW,91
3/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.7,12.9,6,SW,54
4/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9,16,0,NNW,37
5/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.4,17.3,0,NW,31
6/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.9,15.9,0,NW,52
7/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10,18.7,0,NNW,59
8/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11,18.1,0.6,NW,43
9/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,12.8,3.4,WSW,28
10/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.6,13.1,2,NNW,39
11/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.6,15.3,0,NNW,44
12/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,18.5,0,NNW,67
13/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,12.7,1,WSW,54
14/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.3,16.9,0.2,NNW,41
15/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,17,0.2,N,30
16/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.4,16.9,0,NNW,59
17/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,15.9,0,NW,39
18/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,17.1,0,N,28
19/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,17.1,0,NNW,50
20/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.7,16,0,NW,46
21/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,14.8,0.4,W,37
22/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.7,13.3,0,N,20
23/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.6,12.9,0,SSW,35
24/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.7,11.4,0,S,39
25/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.5,11.2,0.2,NNW,26
26/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,0.9,12.4,0,NNW,41
27/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,1.9,15.1,0,N,48
28/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.8,17.9,0,NNW,46
29/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,18.9,0,WNW,70
30/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,17.6,0,NNW,67
31/5/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.1,15.6,0,NW,65
1/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.7,19.7,0,NW,28
2/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,16,0,SSW,35
3/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,22.1,36,NNW,39
4/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,14.5,10.4,W,48
5/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6,13.4,1,SSW,54
6/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.1,16.7,0,NNW,44
7/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.6,18.2,0.2,S,33
8/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.8,14,0,SW,24
9/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.2,20.3,0,NNW,39
10/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,21.2,0,NW,69
11/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,14.2,2.4,S,54
12/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.3,16.2,2.8,WSW,57
13/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,15.4,0,WSW,19
14/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,21.5,0,NNW,43
15/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.1,16.7,0,NW,56
16/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.6,18.2,5.2,NW,54
17/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,14,3.2,W,93
18/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.4,14.6,0.2,W,78
19/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.7,13,0,SE,20
20/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,17.6,1,W,65
21/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.3,17.7,2.6,N,46
22/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.3,16.2,0,NW,61
23/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.9,18.3,0,NNW,48
24/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.5,17.3,0,NW,56
25/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,18.4,0,NW,41
26/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,16.4,0,W,74
27/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.6,19,0,WNW,67
28/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.1,20.3,0,N,52
29/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.3,21.5,0,NNW,44
30/4/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.6,15.7,13,N,22
1/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,21.9,0,WNW,54
2/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,18,17.2,NNW,61
3/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,19.7,0,NNW,46
4/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,21.3,0,SE,31
5/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,19,12.8,SW,52
6/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.4,20.1,25,SW,67
7/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11,15,0,S,50
8/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.6,14.1,2.6,SSE,30
9/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,15.1,0,SSE,30
10/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,18.3,0,SE,31
13/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.7,22.2,0.6,SW,78
14/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,16.3,3.4,WSW,54
15/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,19.3,0,SSW,41
16/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.4,18.8,0,SE,33
17/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,27.3,0,NNW,46
18/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13,23.8,0,NW,81
19/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,21.3,0,SE,28
20/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.6,19.3,5.6,NE,39
21/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.2,14.8,0.2,S,28
22/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,16.8,2.2,WSW,57
23/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.6,17.7,0,WSW,48
24/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.1,17.5,0,SE,28
25/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.1,20.8,0,SSW,48
26/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.3,16.2,0,WSW,24
27/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.5,21.9,0,NW,28
28/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,27.1,0,NNW,44
29/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.7,26,0,N,41
30/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14,21.3,2.4,NW,50
31/3/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.7,21.2,0,NNW,39
1/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,19.9,21.5,2.6,N,46
2/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,21.9,0,NNW,76
3/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.7,15.1,1.6,SW,72
4/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.6,21.4,0.6,NNW,44
5/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.3,19.4,0,SE,41
6/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12,21.8,0,ESE,31
7/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.9,16.8,0,ESE,31
8/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.5,17.6,0,ESE,31
9/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.2,22.3,0,NE,39
10/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.6,20.8,0,NE,31
11/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,17,22.5,0.4,E,28
12/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16,17.3,0.2,SE,35
13/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13,20.6,1,SE,30
14/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.3,27.1,0.2,SSW,37
15/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,18.7,3.8,SSE,57
16/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.2,17.1,0,S,41
17/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.7,19.1,0,SE,30
18/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,20.3,0,SE,39
19/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.3,16.4,0.6,SSE,57
20/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.5,20.3,0,SSW,43
21/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,19.5,1,WSW,44
22/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.5,21.9,0.2,SE,37
23/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.8,24.8,0,SE,35
24/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,21.3,0,SSE,30
25/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12,31.3,0,NW,50
26/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,17.3,2,SW,59
27/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.3,21.2,1,W,74
28/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.2,20.4,0.6,WNW,59
29/2/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.8,27.8,0,NNW,76
1/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,23.3,0,NNW,52
2/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.7,25.9,0,NW,50
3/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.8,20.7,0,SSE,30
4/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.8,28.1,0,W,80
5/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.6,22.9,0,WNW,52
6/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.6,20.9,0,SSW,37
7/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,19.3,0,ESE,31
8/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.5,23.2,0,SE,41
9/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,30.9,0,NNW,52
10/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,19.8,30.3,0,WNW,76
11/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,19.1,2.2,WNW,69
12/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,23.3,0,SE,39
13/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.6,31.1,0,S,59
14/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.1,22.8,0,ESE,33
15/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16.5,30.5,0,ESE,35
16/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.2,16,1.6,S,52
17/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9,15.6,2.2,SSW,37
18/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.4,18,0,SE,37
19/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12,21.1,0,SE,31
20/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.6,17.6,0,SE,43
21/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.1,18.4,0,SE,43
22/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.9,29.6,0,N,69
23/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14,20.9,25.2,NW,70
24/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,21.9,2.4,NW,65
25/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.9,24.9,0,NNW,52
26/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16.6,23.3,0,NW,61
27/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.7,23.4,0,NW,46
28/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.2,25.6,0,NW,57
29/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16.4,29.5,0,NW,50
30/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,17.7,36.3,0,NW,69
31/1/20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.6,40.4,0,NNW,67
1/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,18.4,1.4,NW,56
2/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,16.6,0.4,WSW,69
3/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,15.8,0.4,WNW,76
4/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.8,18.2,3.4,W,72
5/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,21,0,W,87
6/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.4,18.2,0,W,81
7/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10,19.5,1.4,W,63
8/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.9,19.2,0.8,SE,30
9/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.3,30.5,0,NNW,50
10/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,20.3,0,SW,44
11/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,22,0,N,43
12/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.9,18.9,0,SW,52
13/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.7,19,0.2,N,56
14/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,18.7,0.4,NNW,39
15/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.5,20.1,3.6,WSW,46
16/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.7,19.7,0.6,SSE,31
17/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.4,22.4,0,ESE,43
18/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.3,23.6,0,ESE,30
19/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.3,23.7,0,SE,52
20/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,32.4,0,WNW,72
21/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.4,22.7,0,N,57
22/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.3,19.7,0,NW,43
23/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.2,15.9,0,SE,35
24/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,19.2,0,ESE,33
25/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.3,22.2,0,ESE,39
26/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.7,22.3,0,SE,39
27/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,20.6,0,ENE,37
28/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.9,27.5,0,SE,41
29/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.2,24.6,0,S,46
30/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.4,40.8,0,NW,87
31/12/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.2,23.4,3.4,NNW,61
1/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15,32.6,0,NNW,65
2/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.4,21.5,1.2,N,30
3/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.3,21.7,7.6,NNW,46
4/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,17.5,2.2,WNW,50
5/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.1,16.8,0.4,NNW,56
6/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,20,0,WNW,87
7/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.1,12.7,1.6,NW,76
8/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.1,12.7,7.4,SW,57
9/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.9,14.8,1.4,WNW,52
10/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,18.7,0.2,WSW,56
11/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.3,26.3,0,NW,74
12/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.7,16.3,3.2,NW,65
13/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.9,16.2,0,WNW,91
14/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,19.9,3.6,WNW,81
15/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.1,17.6,0,W,80
16/11/19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.6,17.3,0,W,76
