Date,State,Station,Station No.,latitude,longitude,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
8/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.1,29.9,0.2,E,33
9/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.6,27.2,21.6,ENE,19
10/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.2,29.3,26.4,ENE,24
11/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.9,30,30.8,ENE,17
12/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.5,25.9,3.6,E,26
13/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.9,26.6,46.8,SSW,19
14/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.7,30.5,36.6,ENE,22
15/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.7,31.6,0,NNE,19
16/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.9,32.2,1.8,E,28
17/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.9,31.9,0,E,24
18/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.9,32.4,0,NE,20
19/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,24.7,33.8,0,WNW,33
20/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.9,32.8,1.4,ENE,22
21/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,23,30.1,0,E,28
22/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.3,29.4,0,E,41
23/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.3,26.6,1,ESE,28
24/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,20.8,28.2,1.2,SE,24
25/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,20.7,29.2,1.2,ESE,28
26/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,22,31.2,0,ENE,19
27/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,24.4,29.7,0,ENE,30
28/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.6,32,4.8,ENE,20
29/2/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.7,30,0.2,SE,30
1/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.1,29.9,0.4,ENE,31
2/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.8,30.4,0,ENE,30
3/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,20.9,30.7,0,NE,26
4/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.4,31.4,0,NE,28
5/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.9,31.5,0,NNE,30
6/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.7,30.4,0,ENE,30
9/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.4,31.8,0,ENE,26
10/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.9,31.8,0,ENE,33
11/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,24.1,32,0,NNE,28
12/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.3,29.4,15,SSE,41
13/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.6,28.8,0,SE,33
14/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,21.3,30.1,0,SSE,30
15/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.1,29.1,1.4,ENE,30
16/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.4,27.4,16,ENE,22
17/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.3,29.6,30.8,ENE,31
18/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,20.7,28.1,71.6,ENE,28
19/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.6,30.3,21.6,ENE,24
20/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,25.3,32.4,0.8,NNE,30
21/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,25.5,32.8,2.8,N,30
22/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.4,33.5,0.4,NNE,33
23/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,26.7,30.7,0,NE,28
24/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,25.5,32.1,1.6,NE,28
25/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,26,31.5,0,NE,31
26/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.1,30,0,ENE,28
27/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.6,30.4,1.6,ENE,26
28/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.4,31.2,1.4,NNE,24
29/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,24.1,33.4,0.2,NNE,24
30/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,23.8,32.1,0,ENE,26
31/1/20,QLD,Brisbane ,40913,-27.4808,153.0389,22.8,30.7,0,ENE,24
1/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.9,31.4,3.6,NNE,33
2/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,21.8,34.5,3,W,56
3/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.3,35.2,0,W,33
4/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.4,33.9,0,NE,28
5/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.7,37.7,0,NNE,28
6/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.5,38.6,0,NE,33
7/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,22,38.1,0,ENE,33
8/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.9,32.6,0,ESE,30
9/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.5,31.7,0,E,30
10/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,23.5,33.5,0,NE,30
11/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,23.1,34.4,0,SSW,59
12/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.1,31.3,130.4,NNE,35
13/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.9,30.6,0,SE,50
14/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.4,30.7,26.6,NNE,30
15/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,23.9,31.9,0,NNE,35
16/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,23.5,41.2,0,ESE,46
17/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.9,29.1,0,ESE,35
18/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.4,28.9,0,ENE,33
19/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.7,29.6,0,ENE,22
20/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.1,30.3,0,NE,20
21/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.2,31.2,0,NE,28
22/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,21.9,30.1,0,ENE,22
23/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.5,30.8,0,E,20
24/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,24.4,30.4,0,SSE,46
25/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,21.6,26.6,25.2,E,33
26/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.8,29.2,14.8,ESE,35
27/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20,27.5,1,E,31
28/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.9,28.9,0,E,31
29/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.3,29.2,0,ENE,28
30/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.7,30.1,0,E,24
31/12/19,QLD,Brisbane ,40913,-27.4808,153.0389,21.2,29.4,3.2,ENE,26
1/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.6,24.7,0,ENE,28
2/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.6,26,7,E,30
3/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.5,27.3,1.8,N,33
4/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.8,30.9,0.4,NNE,24
5/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,21,29.2,0.4,WNW,59
6/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.5,29.7,0,ENE,28
7/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.1,34.8,0,NE,30
8/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.6,34.5,0,NE,28
9/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.8,31.5,0,WSW,30
10/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.8,33.3,0,W,28
11/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.6,27.7,0,ENE,26
12/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.7,30.8,0,NNE,35
13/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.1,33.8,0,ENE,41
14/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.4,29.8,0,ENE,26
15/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,21.3,31.6,0,NNE,31
16/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.2,34.7,0,NE,28
17/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,21.2,30.5,0,ESE,46
18/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.3,28.2,0,SE,30
19/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.6,31.9,0,NE,26
20/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,20,32,0,NNE,35
21/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.9,29.3,0,NNE,30
22/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.7,30.3,0,NNE,35
23/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.8,30,0,NNE,28
24/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.7,29.9,0,NNE,28
25/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.9,30.5,0,NNE,30
26/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.1,30.6,0,NE,35
27/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.4,31.7,0,SE,37
28/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,22,28.9,0,ESE,20
29/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.9,31.3,0,NNE,28
30/11/19,QLD,Brisbane ,40913,-27.4808,153.0389,22.1,32.1,0,NNE,33
1/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.1,25.2,0,ESE,37
2/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.7,24.7,0.6,ENE,26
3/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.3,25.9,0,NE,24
4/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.6,26.7,0,N,28
5/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.2,30.3,0,E,37
6/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,17,27.1,0,N,26
7/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.1,30.8,0,NE,26
8/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.5,30.5,0,NNE,24
9/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.6,26,0,E,33
10/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.2,24.5,0,SE,30
11/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.4,23.7,0,E,28
12/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.8,21.3,29.2,WSW,26
13/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.9,25.3,1.8,SSE,28
14/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.3,25.9,0,NNE,26
15/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.2,27.2,1.2,ENE,28
16/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.9,28.6,0,NE,31
17/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.4,30.6,0,ESE,44
18/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.9,27.2,7,NE,33
19/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.1,26.3,0,WSW,22
20/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.1,28.4,15.2,ESE,41
21/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.1,25,0,ESE,35
22/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.4,25,0,ENE,28
23/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.2,26.6,0,NNE,28
24/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.3,27.2,0,ENE,26
25/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.2,27.5,0,NNE,28
26/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.5,27.6,0,NE,35
27/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.1,29.6,0,ENE,33
28/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.3,27.4,0,ESE,35
29/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.5,26.2,0,E,30
30/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.1,24.7,0,NE,20
31/10/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.6,26.7,0,E,30
1/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.4,25.8,0,E,20
2/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.6,29.3,0,W,28
3/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.5,27.3,0,ENE,22
4/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.6,33.7,0,W,31
5/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.2,31.7,0,NNE,22
6/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.9,34.8,0,NNW,37
7/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.9,26.4,0,W,50
8/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.1,25.9,0,W,48
9/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.1,23.6,0,W,48
10/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,11,23.1,0,ENE,30
11/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.6,23,0,ESE,26
12/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.5,25.1,0,ENE,20
13/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,11,30.5,0,ESE,35
14/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,12,30.5,0,ESE,28
15/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.2,25,0,NE,24
16/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,12,26.2,0,NNE,31
17/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.1,27.7,0,ESE,33
18/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.1,27.2,3.8,WNW,30
19/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.8,25.7,0.2,ENE,26
20/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.5,26.9,0,ENE,26
21/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.5,26.9,4.4,NNE,30
22/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.9,26.8,0.2,ENE,28
23/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.4,29.7,0,NE,24
24/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.8,24.9,0,ESE,30
25/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.3,26.3,0,E,22
26/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.8,25.8,0,NNE,28
27/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.6,26.9,0,NNE,30
28/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.9,31.1,0,W,24
29/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.4,26.1,0,ENE,26
30/9/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.1,28.2,0.2,ESE,30
1/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.6,21.8,0,S,19
2/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.2,22.1,0,E,24
3/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.4,23.6,0,E,19
4/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.4,24,0,E,19
5/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.9,23.4,0,E,20
6/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10,24,0,ENE,22
7/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.1,23.1,0,NE,19
8/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.8,28.7,2.8,WNW,39
9/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.9,25.3,0.2,WNW,46
10/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,16,22.9,0,WSW,54
11/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.6,20.6,0,W,57
12/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.4,22,0,WSW,31
13/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,8.9,23.3,0,ENE,19
14/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.5,22.7,0,ENE,22
15/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.9,23.8,0,NNE,22
16/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.1,24.7,0,NNE,20
17/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.2,27.7,0,NW,19
18/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.7,24.4,0,E,20
19/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.9,28.6,0,W,44
20/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,11,23.1,0,WSW,20
21/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,7.7,26.2,0,W,37
22/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.7,25.4,0,W,54
23/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.4,23.7,0,ESE,24
24/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.2,23,0,NNE,24
25/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.7,24.9,0,NNE,20
26/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,12,27.2,0,NE,19
27/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.1,25.4,0,NE,22
28/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,16,23.3,0.2,W,20
29/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.6,19.7,0,WSW,20
30/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.9,23.7,0,E,24
31/8/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.6,24.5,0,E,24
1/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.8,23.5,0,S,28
2/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,14,23,0.2,WSW,13
3/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.8,23.3,0,SE,33
4/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.5,23.7,0,SE,35
5/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.4,22,4.2,ESE,35
6/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.6,21.1,4.4,SE,33
7/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.2,20.9,4.6,SE,26
8/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.3,20.3,0.2,SSW,13
9/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.4,24,0.8,S,20
10/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,11,23.7,0,W,22
11/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.1,24.5,0,WNW,30
12/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,7.4,26,0,W,26
13/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,8.5,23.8,0,W,41
14/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.3,20.1,0,SW,26
15/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.6,20.1,0,W,46
16/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,8.4,23.2,0,S,17
17/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.5,23.6,0,W,17
18/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,8.6,24.7,0,W,28
19/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,8.8,22.9,0,SW,15
20/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,7.9,23.1,0,E,17
21/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.4,22.1,0,ENE,22
22/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.7,24.3,0,NE,19
23/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,12,27.1,0,W,19
24/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,10,26.9,0,WSW,31
25/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.9,23.9,0,ENE,22
26/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.1,23.3,0,NNE,15
27/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.1,25.9,0,S,20
28/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,13,24.1,0,NE,24
29/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.8,24,0,NE,15
30/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,11.3,25.9,0,E,22
31/7/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.5,22.4,0,SE,28
1/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,7.6,22.9,0,WSW,17
2/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.4,22.3,0,E,28
3/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,14,22,4,W,35
4/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.8,17.2,0,W,52
5/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.9,22.4,0,W,20
6/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,11,22.3,0,E,20
7/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.7,22.4,0,SE,28
8/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.5,18.1,2.2,SW,19
9/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,14,24.9,3.8,WSW,15
10/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.3,24.7,0.2,SSW,15
11/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.2,25.9,0,E,20
12/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.5,25,0,ENE,17
13/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.8,25.2,0,N,13
14/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.2,27.5,0,W,17
15/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.2,25.9,0,ENE,15
16/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.3,24,0,SSW,17
17/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.6,22.7,20.6,WNW,28
18/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.6,23.6,0,W,17
19/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.6,24.2,0,ENE,17
20/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.7,20.7,0,SW,22
21/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.6,23.3,0,WNW,26
22/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,9.6,21.4,0,SSE,20
23/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,8.4,21.7,0,W,17
24/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.9,20.4,0,S,28
25/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.2,20.3,0,SE,28
27/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.2,22.7,4.8,ESE,31
28/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.7,23,3.8,ESE,28
29/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.4,23.5,1.2,E,30
30/6/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.6,25,0.6,W,13
1/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,19.2,26.9,2.2,ENE,20
2/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.1,26,1.2,E,30
3/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,18.4,25.6,0.6,NNE,15
4/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,20.2,24.2,0,WNW,28
5/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.9,24.8,5.2,WSW,19
6/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.7,25.4,0,W,19
7/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.6,26.4,0,NW,17
8/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,13,27.6,0,NW,30
9/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,12,27.2,0,NE,17
10/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.1,27.1,0,W,35
11/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.1,23.1,1.2,W,43
12/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.9,24.8,0,WSW,20
13/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.2,25,0,E,31
14/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.6,24.5,0,SE,22
15/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.2,24.7,3.4,SE,28
16/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.5,25.5,0,ESE,26
17/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,16.9,23.7,10,E,20
18/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.4,23.8,1.6,E,20
19/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,15.8,25,0,ENE,30
20/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,16,22.9,0,SE,19
21/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,17.3,25,0,ENE,22
22/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.5,23.8,0,E,28
23/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.1,24.4,0,E,22
24/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,14,25.1,0,SSE,19
25/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,13.7,24.9,0,ENE,15
26/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,14.6,26.4,0,N,17
27/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,12.7,27.5,0,W,33
28/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,10.9,22.5,0,W,28
29/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,7.7,23.3,0,WSW,37
30/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,7.9,23.5,0,WNW,35
31/5/19,QLD,Brisbane ,40913,-27.4808,153.0389,8,20.6,0,WNW,20
1/6/20,QLD,Cairns Aero ,31011,-16.8736,145.7458,21,28,0,S,28
2/6/20,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.8,28.8,0,SE,30
3/6/20,QLD,Cairns Aero ,31011,-16.8736,145.7458,18,26.8,0,SE,54
4/6/20,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.1,25.8,0,SE,44
5/6/20,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.1,27.4,0,SE,50
